sentence_id,token,label
26,sitting,O
26,against,O
26,the,O
26,wall,O
26,on,O
26,wooden,O
26,benches.,O
27,I,O
27,asked,O
27,for,O
27,seltzer,B-ASP
27,with,I-ASP
27,"lime,",I-ASP
27,no,O
27,ice.,O
28,It,O
28,was,O
28,pretty,O
28,inexpensive,O
28,too.,O
29,Will,O
29,not,O
29,be,O
29,back.,O
30,Don't,O
30,go,O
30,alone---even,O
30,two,O
30,people,O
30,isn't,O
30,enough,O
30,for,O
30,the,O
30,whole,O
30,"experience,",O
30,with,O
30,pickles,B-ASP
30,and,O
30,a,O
30,selection,B-ASP
30,of,I-ASP
30,meats,I-ASP
30,and,I-ASP
30,seafoods.,I-ASP
31,My,O
31,suggestion,O
31,is,O
31,to,O
31,eat,B-ASP
31,family,I-ASP
31,style,I-ASP
31,because,O
31,you'll,O
31,want,O
31,to,O
31,try,O
31,the,O
31,other,O
31,dishes.,B-ASP
32,Best,O
32,of,O
32,all,O
32,is,O
32,the,O
32,warm,O
32,"vibe,",B-ASP
32,the,O
32,owner,B-ASP
32,is,O
32,super,O
32,friendly,O
32,and,O
32,service,B-ASP
32,is,O
32,fast.,O
33,This,O
33,isn't,O
33,a,O
33,value,O
33,joint.,O
34,Faan's,O
34,got,O
34,a,O
34,great,O
34,concept,O
34,but,O
34,a,O
34,little,O
34,rough,O
34,on,O
34,the,O
34,delivery.,B-ASP
35,From,O
35,the,O
35,incredible,O
35,"food,",B-ASP
35,to,O
35,the,O
35,warm,O
35,"atmosphere,",B-ASP
35,to,O
35,the,O
35,friendly,O
35,"service,",B-ASP
35,this,O
35,downtown,O
35,neighborhood,O
35,spot,O
35,doesn't,O
35,miss,O
35,a,O
35,beat.,O
36,Great,O
36,food,B-ASP
36,at,O
36,REASONABLE,O
36,"prices,",B-ASP
36,makes,O
36,for,O
36,an,O
36,evening,O
36,that,O
36,can't,O
36,be,O
36,beat!,O
37,Look,O
37,foward,O
37,to,O
37,trying,O
37,the,O
37,Ruben,O
37,upon,O
37,returning.,O
38,The,O
38,only,O
38,other,O
38,steakhouse,O
38,that,O
38,seems,O
38,to,O
38,hold,O
38,a,O
38,candle,O
38,to,O
38,Roth's,O
38,is,O
38,the,O
38,Strip,O
38,House.,O
39,We,O
39,usually,O
39,go,O
39,to,O
39,the,O
39,Chart,O
39,House,O
39,to,O
39,celebrate,O
39,a,O
39,birthday,O
39,or,O
39,anniversary.,O
40,this,O
40,little,O
40,place,O
40,has,O
40,a,O
40,cute,O
40,interior,B-ASP
40,decor,I-ASP
40,and,O
40,affordable,O
40,city,O
40,prices.,B-ASP
41,You'll,O
41,adore,O
41,it.,O
42,Two,O
42,words:,O
42,Free,O
42,wine.,B-ASP
43,The,O
43,price,B-ASP
43,is,O
43,reasonable,O
43,although,O
43,the,O
43,service,B-ASP
43,is,O
43,poor.,O
44,The,O
44,quantity,B-ASP
44,is,O
44,also,O
44,very,O
44,"good,",O
44,you,O
44,will,O
44,come,O
44,out,O
44,satisfied.,O
45,I,O
45,have,O
45,been,O
45,to,O
45,Roth's,O
45,twice,O
45,and,O
45,both,O
45,times,O
45,were,O
45,very,O
45,disappointing.,O
46,Worth,O
46,visiting,O
46,the,O
46,1st,O
46,Ave,O
46,spot,O
46,because,O
46,it,O
46,is,O
46,the,O
46,original,O
46,store.,O
47,I,O
47,stumbled,O
47,upon,O
47,this,O
47,second,O
47,floor,O
47,walk-up,O
47,two,O
47,Fridays,O
47,ago,O
47,when,O
47,I,O
47,was,O
47,with,O
47,two,O
47,friends,O
47,in,O
47,town,O
47,from,O
47,L.A.,O
47,Being,O
47,serious,O
47,sushi,B-ASP
47,"lovers,",O
47,we,O
47,sat,O
47,at,O
47,the,O
47,sushi,B-ASP
47,bar,I-ASP
47,to,O
47,be,O
47,closer,O
47,to,O
47,the,O
47,action.,O
48,Raga's,O
48,is,O
48,a,O
48,"romantic,",O
48,cozy,O
48,restaurant.,O
49,The,O
49,fried,B-ASP
49,rice,I-ASP
49,is,O
49,amazing,O
49,here.,O
50,Three,O
50,courses,B-ASP
50,-,O
50,choices,O
50,include,O
50,excellent,O
50,"mussels,",B-ASP
50,puff,B-ASP
50,pastry,I-ASP
50,goat,I-ASP
50,cheese,I-ASP
50,and,O
50,salad,B-ASP
50,with,I-ASP
50,a,I-ASP
50,delicious,I-ASP
50,"dressing,",I-ASP
50,and,O
50,a,O
50,hanger,B-ASP
50,steak,I-ASP
50,au,I-ASP
50,poivre,I-ASP
50,that,O
50,is,O
50,out,O
50,of,O
50,this,O
50,world.,O
51,it's,O
51,a,O
51,perfect,O
51,place,O
51,to,O
51,have,O
51,a,O
51,amanzing,O
51,indian,B-ASP
51,food.,I-ASP
52,The,O
52,place,B-ASP
52,is,O
52,so,O
52,cool,O
52,and,O
52,the,O
52,service,B-ASP
52,is,O
52,prompt,O
52,and,O
52,curtious.,O
53,At,O
53,the,O
53,end,O
53,you're,O
53,left,O
53,with,O
53,a,O
53,mild,O
53,broth,B-ASP
53,with,I-ASP
53,noodles,I-ASP
53,that,O
53,you,O
53,can,O
53,slurp,O
53,out,O
53,of,O
53,a,O
53,cup.,O
54,I,O
54,just,O
54,wonder,O
54,how,O
54,you,O
54,can,O
54,have,O
54,such,O
54,a,O
54,delicious,O
54,meal,B-ASP
54,for,O
54,such,O
54,little,O
54,money.,B-ASP
55,The,O
55,food,B-ASP
55,was,O
55,delicious,O
55,but,O
55,do,O
55,not,O
55,come,O
55,here,O
55,on,O
55,a,O
55,empty,O
55,stomach.,O
56,The,O
56,wine,B-ASP
56,list,I-ASP
56,is,O
56,excellent.,O
57,so,O
57,garantuan,O
57,that,O
57,you,O
57,can't,O
57,fit,O
57,them,O
57,in,O
57,a,O
57,toaster.,O
58,Ive,O
58,been,O
58,to,O
58,many,O
58,Thai,O
58,restaurants,O
58,in,O
58,Manhattan,O
58,"before,",O
58,and,O
58,Toons,O
58,is,O
58,by,O
58,far,O
58,the,O
58,best,O
58,Thai,B-ASP
58,food,I-ASP
58,Ive,O
58,had,O
58,(except,O
58,for,O
58,my,O
58,mom's,O
58,of,O
58,course).,O
59,They,O
59,wouldnt,O
59,even,O
59,let,O
59,me,O
59,finish,O
59,my,O
59,glass,B-ASP
59,of,I-ASP
59,wine,I-ASP
59,before,O
59,offering,O
59,another.,O
60,I,O
60,highly,O
60,recommend,O
60,the,O
60,Sophia,O
60,pizza.,O
61,Whem,O
61,"asked,",O
61,we,O
61,had,O
61,to,O
61,ask,O
61,more,O
61,detailed,O
61,questions,O
61,so,O
61,that,O
61,we,O
61,knew,O
61,what,O
61,the,O
61,specials,B-ASP
61,were.,O
62,This,O
62,is,O
62,a,O
62,consistently,O
62,great,O
62,place,O
62,to,O
62,dine,B-ASP
62,for,O
62,lunch,B-ASP
62,or,O
62,dinner.,B-ASP
63,Nice,O
63,"atmosphere,",B-ASP
63,the,O
63,service,B-ASP
63,was,O
63,very,O
63,pleasant,O
63,and,O
63,the,O
63,desert,B-ASP
63,was,O
63,good.,O
64,All,O
64,the,O
64,people,O
64,that,O
64,I,O
64,bring,O
64,there,O
64,go,O
64,back,O
64,on,O
64,their,O
64,own,O
64,and,O
64,bring,O
64,THEIR,O
64,friends!,O
65,After,O
65,really,O
65,enjoying,O
65,ourselves,O
65,at,O
65,the,O
65,bar,B-ASP
65,we,O
65,sat,O
65,down,O
65,at,O
65,a,O
65,table,B-ASP
65,and,O
65,had,O
65,dinner.,B-ASP
66,Fabulous,O
66,"service,",B-ASP
66,fantastic,O
66,"food,",B-ASP
66,and,O
66,a,O
66,chilled,O
66,out,O
66,atmosphere,B-ASP
66,and,O
66,environment.,B-ASP
67,Not,O
67,what,O
67,I,O
67,wanted,O
67,to,O
67,hear.,O
68,Try,O
68,the,O
68,lasagnette,B-ASP
68,appetizer.,I-ASP
69,"Pricey,",O
69,but,O
69,worth,O
69,a,O
69,"try,",O
69,at,O
69,least,O
69,once.,O
70,I've,O
70,been,O
70,there,O
70,a,O
70,few,O
70,"times,",O
70,and,O
70,I,O
70,usually,O
70,end,O
70,up,O
70,sitting,O
70,next,O
70,to,O
70,some,O
70,pretty,O
70,odd,O
70,people.,O
71,I,O
71,liked,O
71,the,O
71,beer,B-ASP
71,selection!,I-ASP
72,Great,O
72,"food,",B-ASP
72,good,O
72,size,O
72,"menu,",B-ASP
72,great,O
72,service,B-ASP
72,and,O
72,an,O
72,unpretensious,O
72,setting.,B-ASP
73,Go,O
73,here,O
73,for,O
73,a,O
73,romantic,O
73,dinner,B-ASP
73,but,O
73,not,O
73,for,O
73,an,O
73,all,O
73,out,O
73,wow,O
73,dining,B-ASP
73,experience.,O
74,Can't,O
74,wait,O
74,to,O
74,go,O
74,back.,O
75,I,O
75,grew,O
75,up,O
75,eating,O
75,Dosa,B-ASP
75,and,O
75,have,O
75,yet,O
75,to,O
75,find,O
75,a,O
75,place,O
75,in,O
75,NY,O
75,to,O
75,satisfy,O
75,my,O
75,taste,O
75,buds.,O
76,Wine,B-ASP
76,list,I-ASP
76,selection,I-ASP
76,is,O
76,good,O
76,and,O
76,wine-by-the-glass,B-ASP
76,was,O
76,generously,O
76,filled,O
76,to,O
76,the,O
76,top.,O
77,With,O
77,the,O
77,great,O
77,variety,O
77,on,O
77,the,O
77,menu,B-ASP
77,",",O
77,I,O
77,eat,O
77,here,O
77,often,O
77,and,O
77,never,O
77,get,O
77,bored,O
77,.,O
78,The,O
78,menu,B-ASP
78,is,O
78,very,O
78,limited,O
78,-,O
78,i,O
78,think,O
78,we,O
78,counted,O
78,4,O
78,or,O
78,5,O
78,entrees.,B-ASP
79,If,O
79,you,O
79,are,O
79,a,O
79,"carnivore,",O
79,come,O
79,hungry,O
79,and,O
79,you,O
79,will,O
79,leave,O
79,more,O
79,satisfied,O
79,than,O
79,you,O
79,have,O
79,ever,O
79,been.,O
80,The,O
80,menu,B-ASP
80,is,O
80,limited,O
80,but,O
80,almost,O
80,all,O
80,of,O
80,the,O
80,dishes,B-ASP
80,are,O
80,excellent.,O
81,Not,O
81,too,O
81,crazy,O
81,about,O
81,their,O
81,sake,B-ASP
81,martini.,I-ASP
82,Great,O
82,"bagels,",B-ASP
82,spreads,B-ASP
82,and,O
82,a,O
82,good,O
82,place,O
82,to,O
82,hang,O
82,out,O
82,in.,O
83,The,O
83,service,B-ASP
83,varys,O
83,from,O
83,day,O
83,to,O
83,day-,O
83,sometimes,O
83,they're,O
83,very,O
83,"nice,",O
83,and,O
83,sometimes,O
83,not.,O
84,whoever,O
84,the,O
84,jazz,O
84,duo,O
84,"was,",O
84,they,O
84,were,O
84,on,O
84,POINT.,O
85,One,O
85,thing,O
85,I,O
85,liked,O
85,about,O
85,this,O
85,place,O
85,is,O
85,that,O
85,I,O
85,never,O
85,felt,O
85,rushed,O
85,or,O
85,pressured,O
85,to,O
85,give,O
85,up,O
85,my,O
85,table,B-ASP
85,ot,O
85,incoming,O
85,guests.,O
86,This,O
86,place,O
86,is,O
86,a,O
86,great,O
86,bargain.,O
87,We,O
87,happened,O
87,upon,O
87,this,O
87,place,O
87,purely,O
87,by,O
87,accident,O
87,and,O
87,were,O
87,pleased,O
87,with,O
87,the,O
87,results.,O
88,"Unfortunately,",O
88,the,O
88,food,B-ASP
88,is,O
88,"outstanding,",O
88,but,O
88,everything,O
88,else,O
88,about,O
88,this,O
88,restaurant,O
88,is,O
88,the,O
88,pits.,O
89,Deff,O
89,recimmend,O
89,Bukhara,O
89,they,O
89,also,O
89,have,O
89,opened,O
89,two,O
89,new,O
89,locations,O
89,guess,O
89,ill,O
89,try,O
89,them,O
89,out.,O
90,We,O
90,always,O
90,have,O
90,a,O
90,delicious,O
90,meal,B-ASP
90,and,O
90,always,O
90,leave,O
90,feeling,O
90,satisfied.,O
91,Dip,O
91,the,O
91,ingredients,B-ASP
91,in,O
91,with,O
91,your,O
91,"chopsticks,",B-ASP
91,swirl,O
91,them,O
91,"around,",O
91,and,O
91,eat.,O
92,First,O
92,went,O
92,here,O
92,to,O
92,enjoy,O
92,their,O
92,garden,B-ASP
92,terrace.,I-ASP
93,My,O
93,husbands,O
93,was,O
93,"perfect,",O
93,my,O
93,was,O
93,well,O
93,done,O
93,and,O
93,dry.,O
94,Everyone,O
94,I,O
94,have,O
94,spoken,O
94,too,O
94,there,O
94,is,O
94,super,O
94,"friendly,",O
94,"helpful,",O
94,and,O
94,willing,O
94,to,O
94,the,O
94,extra,O
94,mile,O
94,for,O
94,a,O
94,customer.,O
95,The,O
95,pizza,B-ASP
95,was,O
95,pretty,O
95,good,O
95,and,O
95,huge.,O
96,Sapphire,O
96,is,O
96,the,O
96,only,O
96,Indian,O
96,restaurant,O
96,I,O
96,go,O
96,to,O
96,when,O
96,I'm,O
96,in,O
96,NYC.,O
97,The,O
97,cuisine,B-ASP
97,from,O
97,what,O
97,I've,O
97,gathered,O
97,is,O
97,authentic,O
97,"Taiwanese,",O
97,though,O
97,its,O
97,very,O
97,different,O
97,from,O
97,what,O
97,I've,O
97,been,O
97,accustomed,O
97,to,O
97,in,O
97,Taipei.,O
98,I,O
98,heartily,O
98,recommend.,O
99,Heartland,O
99,Brewery,O
99,is,O
99,by,O
99,far,O
99,one,O
99,of,O
99,the,O
99,best,O
99,places,O
99,in,O
99,NYC,O
99,to,O
99,make,O
99,new,O
99,friends,O
99,and,O
99,catch,O
99,up,O
99,with,O
99,old,O
99,ones.,O
100,I,O
100,almost,O
100,hesititate,O
100,to,O
100,write,O
100,a,O
100,review,O
100,because,O
100,the,O
100,atmosphere,B-ASP
100,was,O
100,so,O
100,great,O
100,and,O
100,I,O
100,would,O
100,hate,O
100,for,O
100,it,O
100,too,O
100,become,O
100,to,O
100,crowded.,O
101,They,O
101,are,O
101,often,O
101,crowded,B-ASP
101,on,O
101,the,O
101,weekends,O
101,but,O
101,they,O
101,are,O
101,efficient,O
101,and,O
101,accurate,O
101,with,O
101,their,O
101,service.,B-ASP
102,All,O
102,my,O
102,co-workers,O
102,were,O
102,amazed,O
102,at,O
102,how,O
102,small,O
102,the,O
102,dish,B-ASP
102,was.,O
103,The,O
103,atmosphere,B-ASP
103,is,O
103,"unheralded,",O
103,the,O
103,service,B-ASP
103,"impecible,",O
103,and,O
103,the,O
103,food,B-ASP
103,magnificant.,O
104,We,O
104,ordered,O
104,the,O
104,"special,",O
104,grilled,B-ASP
104,"branzino,",I-ASP
104,that,O
104,was,O
104,so,O
104,infused,O
104,with,O
104,"bone,",O
104,it,O
104,was,O
104,difficult,O
104,to,O
104,eat.,O
105,The,O
105,wait,B-ASP
105,staff,I-ASP
105,is,O
105,"friendly,",O
105,and,O
105,the,O
105,food,B-ASP
105,has,O
105,gotten,O
105,better,O
105,and,O
105,better!,O
106,This,O
106,"place,",O
106,which,O
106,is,O
106,only,O
106,a,O
106,few,O
106,months,O
106,"old,",O
106,is,O
106,perhaps,O
106,Queens',O
106,biggest,O
106,secret!,O
107,It,O
107,may,O
107,be,O
107,a,O
107,bit,O
107,packed,B-ASP
107,on,O
107,"weekends,",O
107,but,O
107,the,O
107,vibe,B-ASP
107,is,O
107,good,O
107,and,O
107,it,O
107,is,O
107,the,O
107,best,O
107,French,B-ASP
107,food,I-ASP
107,you,O
107,will,O
107,find,O
107,in,O
107,the,O
107,area.,O
108,This,O
108,place,O
108,is,O
108,so,O
108,much,O
108,fun.,O
109,I,O
109,was,O
109,glad,O
109,I,O
109,did.,O
110,Right,O
110,off,O
110,the,O
110,L,O
110,in,O
110,Brooklyn,O
110,this,O
110,is,O
110,a,O
110,nice,O
110,cozy,O
110,place,B-ASP
110,with,O
110,good,O
110,pizza.,B-ASP
111,I've,O
111,never,O
111,been,O
111,treated,O
111,so,O
111,rudely.,O
112,I'll,O
112,be,O
112,back,O
112,soon.,O
113,Le,O
113,Pere,O
113,Pinard,O
113,has,O
113,a,O
113,$15,O
113,pre-theater,B-ASP
113,menu,I-ASP
113,that,O
113,is,O
113,outstanding.,O
114,Went,O
114,inside,O
114,and,O
114,I,O
114,started,O
114,to,O
114,get,O
114,excited.,O
115,I,O
115,also,O
115,ordered,O
115,for,O
115,delivery,B-ASP
115,and,O
115,the,O
115,restaurant,O
115,forgot,O
115,half,O
115,the,O
115,order.,B-ASP
116,Our,O
116,server,B-ASP
116,checked,O
116,on,O
116,us,O
116,maybe,O
116,twice,O
116,during,O
116,the,O
116,entire,O
116,meal.,B-ASP
117,"However,",O
117,it,O
117,is,O
117,jus,O
117,too,O
117,good,O
117,to,O
117,not,O
117,praise,O
117,it.,O
118,We,O
118,have,O
118,been,O
118,to,O
118,Montparnasse,O
118,many,O
118,times,O
118,and,O
118,return,O
118,often,O
118,for,O
118,good,O
118,reason.,O
119,The,O
119,strong,O
119,scents,B-ASP
119,coming,O
119,from,O
119,the,O
119,left,O
119,and,O
119,right,O
119,of,O
119,me,O
119,negatively,O
119,affected,O
119,my,O
119,taste,O
119,buds.,O
120,We,O
120,had,O
120,the,O
120,lobster,B-ASP
120,sandwich,I-ASP
120,and,O
120,it,O
120,was,O
120,FANTASTIC.,O
121,It's,O
121,somewhere,O
121,you,O
121,can,O
121,eat,O
121,and,O
121,be,O
121,happy.,O
122,If,O
122,you,O
122,wrote,O
122,a,O
122,bad,O
122,"review,",O
122,it's,O
122,because,O
122,you,O
122,don't,O
122,understand,O
122,what,O
122,Rao's,O
122,is,O
122,all,O
122,about.,O
123,Had,O
123,we,O
123,been,O
123,stalling,O
123,I,O
123,could,O
123,understand,O
123,where,O
123,they,O
123,were,O
123,coming,O
123,"from,",O
123,but,O
123,we,O
123,had,O
123,been,O
123,there,O
123,less,O
123,than,O
123,an,O
123,hour,O
123,and,O
123,they,O
123,hadn't,O
123,even,O
123,brought,O
123,us,O
123,a,O
123,check,B-ASP
123,yet!,O
124,but,O
124,overall,O
124,i,O
124,give,O
124,it,O
124,a,O
124,10,O
125,Though,O
125,the,O
125,Spider,B-ASP
125,Roll,I-ASP
125,may,O
125,look,O
125,like,O
125,a,O
125,challenge,O
125,to,O
125,"eat,",O
125,with,O
125,soft,O
125,shell,B-ASP
125,crab,I-ASP
125,hanging,O
125,out,O
125,of,O
125,the,O
125,"roll,",O
125,it,O
125,is,O
125,well,O
125,worth,O
125,the,O
125,price,B-ASP
125,you,O
125,pay,O
125,for,O
125,them.,O
126,Deep,B-ASP
126,Fried,I-ASP
126,Skewers,I-ASP
126,are,O
126,good,O
126,and,O
126,still,O
126,rare,O
126,to,O
126,find,O
126,in,O
126,NYC.,O
127,I,O
127,have,O
127,tried,O
127,to,O
127,make,O
127,"reservations,",B-ASP
127,but,O
127,both,O
127,"times,",O
127,the,O
127,hostess,B-ASP
127,didn't,O
127,have,O
127,my,O
127,name.,O
128,I,O
128,also,O
128,recommend,O
128,the,O
128,rice,B-ASP
128,dishes,I-ASP
128,or,O
128,the,O
128,different,O
128,varieties,O
128,of,O
128,congee,B-ASP
128,(rice,I-ASP
128,porridge).,I-ASP
129,Their,O
129,tuna,B-ASP
129,tartar,I-ASP
129,appetizer,I-ASP
129,is,O
129,to,O
129,die,O
129,for.,O
130,This,O
130,was,O
130,one,O
130,of,O
130,the,O
130,BEST,O
130,restaurants,O
130,I've,O
130,ever,O
130,been,O
130,to.,O
131,This,O
131,restaurant,O
131,used,O
131,to,O
131,be,O
131,pretty,O
131,decent.,O
132,An,O
132,oasis,O
132,of,O
132,refinement:,O
132,"Food,",B-ASP
132,though,O
132,somewhat,O
132,"uneven,",O
132,often,O
132,reaches,O
132,the,O
132,pinnacles,O
132,of,O
132,new,O
132,American,O
132,fine,O
132,cuisine,B-ASP
132,-,O
132,chef's,B-ASP
132,passion,O
132,(and,O
132,kitchen's,B-ASP
132,precise,O
132,execution),O
132,is,O
132,most,O
132,evident,O
132,in,O
132,the,O
132,fish,B-ASP
132,dishes,I-ASP
132,and,O
132,soups.,B-ASP
133,If,O
133,you,O
133,love,O
133,wine,B-ASP
133,and,O
133,cheese,B-ASP
133,and,O
133,delicious,O
133,french,B-ASP
133,"fare,",I-ASP
133,you'll,O
133,love,O
133,Artisanal!,O
134,I,O
134,love,O
134,Indian,B-ASP
134,food,I-ASP
134,and,O
134,consider,O
134,myself,O
134,to,O
134,be,O
134,quite,O
134,an,O
134,expert,O
134,on,O
134,it.,O
135,Some,O
135,baby,B-ASP
135,pizzas,I-ASP
135,get,O
135,their,O
135,wish.,O
136,Plenty,O
136,of,O
136,choices,O
136,to,O
136,make,O
136,your,O
136,own,O
136,creation.,O
137,It,O
137,was,O
137,tiny,O
137,and,O
137,I,O
137,felt,O
137,like,O
137,I,O
137,was,O
137,eating,O
137,in,O
137,someone's,O
137,living,O
137,room.,O
138,I,O
138,was,O
138,there,O
138,on,O
138,sat.,O
139,Overall,O
139,A,O
139,oh,O
139,ya,O
139,even,O
139,though,O
139,there,O
139,is,O
139,waiting,B-ASP
139,it,O
139,is,O
139,deff,O
139,worth,O
139,it,O
140,The,O
140,lava,B-ASP
140,cake,I-ASP
140,dessert,I-ASP
140,was,O
140,incredible,O
140,and,O
140,I,O
140,recommend,O
140,it.,O
141,VT,O
141,is,O
141,what,O
141,baby,B-ASP
141,pizzas,I-ASP
141,hope,O
141,to,O
141,be,O
141,when,O
141,they,O
141,grow,O
141,up.,O
142,From,O
142,the,O
142,terrible,O
142,"service,",B-ASP
142,to,O
142,the,O
142,bland,O
142,"food,",B-ASP
142,not,O
142,to,O
142,mention,O
142,the,O
142,unaccommodating,O
142,"managers,",B-ASP
142,the,O
142,overall,O
142,experience,O
142,was,O
142,horrible.,O
143,Lahore,O
143,is,O
143,a,O
143,great,O
143,place,O
143,to,O
143,duck,O
143,into,O
143,late-night,O
143,when,O
143,you,O
143,need,O
143,some,O
143,really,O
143,tasty,O
143,food,B-ASP
143,on,O
143,the,O
143,cheap,O
143,--,O
143,you'll,O
143,likely,O
143,have,O
143,trouble,O
143,finishing,O
143,the,O
143,amount,O
143,of,O
143,food,B-ASP
143,you,O
143,get,O
143,for,O
143,FOUR,O
143,DOLLARS.,O
144,The,O
144,last,O
144,time,O
144,I,O
144,went,O
144,we,O
144,were,O
144,seated,O
144,at,O
144,a,O
144,table,B-ASP
144,in,O
144,a,O
144,corridor,O
144,next,O
144,to,O
144,the,O
144,kitchen.,O
145,good,O
145,selection,B-ASP
145,of,I-ASP
145,wines,I-ASP
145,ranging,O
145,from,O
145,affordable,O
145,to,O
145,high,O
145,end.,O
146,Nice,O
146,restaurant,O
146,"overall,",O
146,with,O
